,100-1- -a,245-1-0-a,245-1-0-b,260- - -c,653- - -a,lang,year,245-1-3-a,245-1-3-b
2013031906033,"Levengood, Mark",Gamle damer legger ikke egg,,cop. 2008,"barn, barnesitater, sitater",nob,2008,,
2013031906037,"Baugstø, Line",Kaja og Stine og sjokoladetyvene,,2009,"barnebøker, butikktyveri, fortellinger, lettlest, tyveri",nob,2009,,
2013031906079,"Lindell, Unni","Kyss meg da, sa Ella",,2010,,nob,2010,,
2013031906101,"Nicolaysen, Marit",Svein og rotta :,UFO-mysteriet,2007,barnelitteratur,nob,2007,,
2013031906113,"O'Neill, Brit Winnæss",Poehva fra ah til åhhh! :,lyrikk,2010,,nob,2010,,
2013031906134,"Nesser, Håkan",Carmine Street,,cop. 2009,,nob,2009,,
2013031906143,"Knudsen, Lise",Svarte vinger,,2007,"følelser, kunstnere, musikk, talent, ungdomsbøker",nob,2007,,
2013031906147,"Hegstad, Inger Harriet",Teppefall,,cop. 2006,,nob,2006,,
2013031906149,"Løveid, Cecilie",Mykt glass :,dikt i utvalg,2006,,nob,2006,,
2013031906166,"Øen, Morten",Som vanlig begynner det i hvitt,,cop. 2008,,nob,2008,,
2013031906167,"Persson, Leif G.W.",Mellom sommerens lengsel og vinterens kulde :,en roman om en forbrytelse,2010,,nob,2010,,
2013031906179,"Dybvig, Ingeborg",Det forsvunne manuskriptet,,2008,,nob,2008,,
2013031906188,"Faldbakken, Knut",Totem :,kriminalroman,2010,,nob,2010,,
2013031906189,"Hauge, Odd Harald",I tyvenes tid :,roman,cop. 2009,,nob,2009,,
2013031908007,"Ingulstad, Frid",Ingebjørg,,2008,,nob,2008,,
2013031908011,"Nesbø, Jo",Snømannen :,roman,2012,,nob,2012,,
2013032005000,"Jacobsen, Roy",Frost :,roman,2010,,nob,2010,,
2013032005013,"Kjus, Trine",Sviket,,2007,,nob,2007,,
2013032005043,"Wiksaas, Hilmari",Kan det noen gang bli vår etter en kjernefysisk vinter,,[2007],,nob,2007,,
2013032005090,"Børke, Sissel Margrethe",Jernporten :,en roman om krigen,2010,,nob,2010,,
2013032005099,"Christensen, Lars Saabye",Bly,,[2008],,nob,2008,,
2013032005111,"Nilsen, Ole-Mikal",Døden lyser blått,,2009,,nob,2009,,
2013032006012,"Wassmo, Herbjørg",Hundre år :,roman,2009,"2000-tallet, biografisk, incest, kvinner, norge, norske, romaner",nob,2009,,
2013032006022,"Skjelbred, Margaret",Mors bok :,"sort er hun, dog yndig",2010,"barndomserindringer, barndomsskildringer, biografier, døtre, haugianere, mødre, selvbiografier",nob,2010,,
2013032006023,"Larssen, Trude Brænne",Trellfødt ; Prisgitt,,2007,,nob,2007,,
2013032006033,"Hammerstad, Bjørn Olav",Maja Mill :,helt tilfeldigvis meg,cop. 2010,"barn, humor, litteratur, norsk, skole, skyld, spenning",nob,2010,,
2013032006051,"Edwardson, Åke",Nesten død mann,,2009,"kriminalromaner, skjønnlitteratur",nob,2009,,
2013032006067,"Krag, Asbjørn",Kleen deal :,roman,2008,,nob,2008,,
2013032006076,"Alvtegen, Karin",Skygge,,2008,"kriminalromaner, litteratur, skjønnlitteratur, svensk",nob,2008,,
2013032006077,"Grøndahl, Christopher Friis-Baastad",Tundra :,hørespill,2006,"2000-tallet, drama, hørespill, norske",nob,2006,,
2013032006117,"Nygårdshaug, Gert",Klokkemakeren,,2009,"2000-tallet, norske, romaner",nob,2009,,
2013032008004,"Carlsen, Erna Sognnæs","Shika, Shika, Shera, Mida 2",,2012,,nob,2012,,
2013032008010,"Midthun, Sondre",Kom aldri nærmere,,2012,,nob,2012,,
2013032008011,"Mehlum, Jan",Bake kake søte :,en kriminalroman,cop. 2010,kriminalroman,nob,2010,,
2013032008013,"Guldager, Katrine Marie",Lone blir syk,,2012,"barnebøker, lettlest, sykdommer, vennskap",nob,2012,,
2013032008024,"Johnsen, Nils",Asylets skygge,,2011,"barnehjem, barnehjemsbarn, brødre, foreldreløs, fosterhjem, litteratur, omsorg, omsorgssvikt, omsorgstjenester, oppvekst, skjønnlitteratur",nob,2011,,
2013032008025,"Larsen, Wenche",Skuespillet om kvinnekroppen :,bildets og kroppens betydning i Cecilie Løveids dramatikk,2005,"cecilie, dramatikk, kvinnekroppen, løveid, skuespill",nob,2005,,
2013032008048,"Mubashir, Noman",Oslostaner :,en Bollywood-roman,2011,,nob,2011,,
2013032106000,"Linderborg, Åsa",Meg eier ingen,,2008,"2000-tallet, aleneforeldre, alkoholikarar, alkoholisme, alkoholmisbruk, barn, barndomsskildringer, fedre, klassereise, litteratur, oppvekst, pårørandealkoholikere, romaner, skjønnlitteratur, svensk, svenske",nob,2008,,
2013032106004,"Eidslott, Arnold",Vinden blåser dit den vil :,dikt,2008,"2000-tallet, dikt, lyrikk, norsk, norske, poesi",nob,2008,,
2013032106039,"Jacobsson, Ritta",Afrodite og døden,,2009,"barn, fedre, foreldre, spenningslitteratur, undgomsbøker",nob,2009,,
2013032106042,"Kvarsnes, Brigitte Nicolas",Cécile de Béranger,,2009,,nob,2009,,
2013032106046,"Stark, Sigge",Lia-Perla og lykken ; Vi gifter bort mamma,,2009,,nob,2009,,
2013032106051,"Eliassen, Ruben",Vi dør så sakte,,cop. 2010,"2010-tallet, krim, norske, romaner, spenning",nob,2010,,
2013032106054,"Aanes, Jan I.",,,2007,,nob,2007,,
2013032106065,"Gabrielsen, Gøhril",Unevnelige hendelser,,2006,"drap, norsk, romanar, romaner, selvdrap, selvmord, skjønnlitteratur",nob,2006,,
2013032106144,"Alvær, Frøydis",Å seile på en dør,,cop. 2006,"barn, flodbølge, opplevelser, selvopplevelser, skjønnlitteratur, tsunami, ungdom",nob,2006,,
2013032106148,"Hansen, Erik Fosnes",Beretninger om beskyttelse :,roman,2009,,nob,2009,,
2013032106152,"Harstad, Johan",Hässelby :,roman,2008,,nob,2008,,
2013032106157,"Lyngmo, Inger-Lise",Svartsyke,,2010,,nob,2010,,
2013032106161,"Matadora, A.",Men fri oss fra det onde,,2010,,nob,2010,,
2013032106162,"Frimansson, Inger",Katten som ikke døde,,2008,,nob,2008,,
2013032106163,"Bengtsson, Jonas T.",Submarino,,2010,,nob,2010,,
2013032106168,"Lindell, Unni",Honningfellen :,kriminalroman,2008,,nob,2008,,
2013032106174,"Siri, Hege",,,2009,"dikt, litteratur, lyrikk, norsk",nob,2009,Et øyeblikk noen tusen år :,dikt
2013032206025,"Olczak, Martin",Megagutten i dobbelttrøbbel,,2009,,nob,2009,,
2013032206034,"Werkmäster, Johan",,,2010,"billedbøker, skjønnlitteratur",nob,2010,En naken mann,
2013032206058,"Undset, Sigrid",Jenny,,2009,,nob,2009,,
2013032208025,"Schwarz, Åsa",Novas krig,,cop. 2011,,nob,2011,,
2013032208029,"Thorup, Torill",Vendepunktet,,2009,,nob,2009,,
2013032208035,"Ulvseth, Laila",Lønn som fortjent,,2007,,nob,2007,,
2013032208043,"Johnsen, Kjetil",Lasarus-fenomenet,,2009,spenning,nob,2009,,
2013032208058,"Bull-Hansen, B. Andreas",Før de ni verdener styrter :,roman,2011,"2010-tallet, litteratur, mytologi, norrøn, norsk, romaner",nob,2011,,
2013032208070,"Larsen, Britt Karin",Det vokser et tre i Mostamägg ; Himmelbjørnens skog ; Som steinen skinner,,2012,"finnskogen, skogfinner",nob,2012,,
2013032208072,"Bottolvs, Bjørn",Når natta er som svartest :,kriminalroman,2007,kriminalroman,nob,2007,,
2013032208074,"Kristiansen, Else Berit",Skjulte ansikter,,2010,,nob,2010,,
2013032208076,"Kaaberbøl, Lene",Gutten i kofferten :,kriminalroman,2011,,nob,2011,,
2013032208077,"Sandviken, Berit Elisabeth",Innhentet,,2011,,nob,2011,,
2013040206032,"Sæterli, Jan",Miks :,enkle tanker om litt av hvert,2010,,nob,2010,,
2013040206034,"Enquist, Per Olov",Legionærene :,en roman om utleveringen av balterne,2009,,nob,2009,,
2013040206045,"Mysen, Christine",Araberhesten,,2010,,nob,2010,,
2013040206056,"Grane, Maria",Lidenskapens fange ; I din makt ; Hjertets hevn,,2008,,nob,2008,,
2013040206057,"Bache-Wiig, Anna",Lasses hus :,roman,2010,,nob,2010,,
2013040208011,"Elvemo, Jarle",De spedalskes øy :,en ungdomsroman i Empati-serien,cop. 2005,"historie, kreta, spedalskhet, ungdomsbøker",nob,2005,,
2013040208016,"Nummedal, Geir",Hun er der hele tiden :,roman,2012,"litteratur, norsk",nob,2012,,
2013040208041,"Mehlum, Jan",,,cop. 2012,,nob,2012,En rettferdig dom :,kriminalroman
2013040208052,"Ørstavik, Hanne",Samtidighet,,2011,,nob,2011,,
2013040208069,"Thorup, Torill",Varsel om fare,,2012,,nob,2012,,
2013040208071,"Angelsen, Trine",Ekteskapets lenker,,2012,,nob,2012,,
2013040208102,"Braa, Knut A.",Endgame :,politisk thriller,cop. 2008,,nob,2008,,
2013040208104,"Bringsværd, Tor Åge",Kvinnen som var et helt bord alene :,roman,2009,"2000-tallet, brannskadde, norske, romaner, skjønnlitteratur",nob,2009,,
2013040208106,"Ottesen, Josefine",Roselill og blomsterkrigen,,2007,,nob,2007,,
2013040208108,"Spets, Rikard",Allahs tårer :,spenningsroman,cop. 2011,"kriminalromaner, litteratur, norsk, skjønnlitteratur, spenning",nob,2011,,
2013040208114,"Nag, Martin",Oppstandelsens dag! :,nye myter! : fra Olav H. Hauge over Ibsen til Kollontaj og Lilja Brik,cop. 2008,,nob,2008,,
2013040208116,"Marklund, Liza",Borderline,,cop. 2011,,nob,2011,,
2013040208124,"Haugen, Tormod",Georg og Gloria :,en fortelling om kjærligheten,2005,,nob,2005,,
2013040208153,"Solvik, Mary",Dikt :,varme tanker,cop. 2012,,nob,2012,,
2013040305007,"Stubberud, Tore",Råtten sol :,roman,2008,"2000-tallet, arbeiderklassen, borgenhaugen, historie, industriarbeidere, industrisamfunn, norske, romaner, sarpsborg, skjønnlitteratur",nob,2008,,
2013040305013,"Sværen, Jørn H.",,,cop. 2007,,nob,2007,En kirke,
2013040305021,"Alnæs, Karsten","Ikke dø, Sophie",,2010,,nob,2010,,
2013040305023,"Ajvide Lindqvist, John",Menneskehavn,,2009,,nob,2009,,
2013040305028,"Espeland, Arne",Svensken :,sørlandsbilleder,2009,"fortellinger, litteratur, norsk",nob,2009,,
2013040305037,"Lindell, Unni",Rødt for kjærlighet,,2009,"barnebøker, lettlesingsbøker, lettlesningsbøker, sjalusi",nob,2009,,
2013040305038,"Fröhling, Thomas",Kong Steve og de hjemløse hjerters blues,,2010,"barnebøker, barnelitteratur, forelskelse, hip-hop, musikk, rap, svensk, ungdomsbøker",nob,2010,,
2013040305045,"Ingemarsson, Kajsa",På det fjerde skal det skje,,2008,,nob,2008,,
2013040305064,"Jacobsen, Trond Tendø",Kjente jeg deg? :,en bok om Rolf Jacobsen,2007,"biografier, lyrikere, norge",nob,2007,,
2013040305065,"Mytting, Lars",Hestekrefter :,roman,2007,"60-tallet, bygd, norske, romaner, skjønnlitteratur",nob,2007,,
2013040305075,"Rudberg, Denise",Jenny S,,2008,,nob,2008,,
2013040305078,"Askildsen, Kjell",Kulisser :,noveller,2009,,nob,2009,,
2013040305096,"Lee, Mara",Ladies,,2008,,nob,2008,,
2013040305101,"Westö, Kjell",Gå ikke alene ut i natten,,2010,,nob,2010,,
2013040305104,"Michelet, Jon",Orions belte :,en roman fra Svalbard,2007,"fiction, svalbard",nob,2007,,
2013040305109,"Romer, Knud",Den som blunker er redd for døden,,2008,"2000, dansk, litteratur, romaner, tallet",nob,2008,,
2013040305111,"Wahl, Mats",Hevnen,,2006,"hevn, kriminalitet, nynazisme, spenningslitteratur, ungdomsbøker, vold",nob,2006,,
2013040305121,"Reinertsen, Tore",Natt og dag :,tekster og vers,2010,,nob,2010,,
2013040305131,"Ambjørnsen, Ingvar",Dronningen sover :,fortelling,2009,,nob,2009,,
2013040305132,"Nyland, Rita",Blanda drops,,2008,,nob,2008,,
2013040305134,"Indahl, Lise",,,2009,"barn, barnebøker, flyktninger, flytting",nob,2009,,
2013040305138,"Holt, Anne",Pengemannen,,cop. 2009,"krim, kriminallitteratur, romaner, skjønnlitteraturkriminalromaner, spenning",nob,2009,,
2013040306013,"Ajvide Lindqvist, John",Papirvegger :,ti fortellinger,2007,,nob,2007,,
2013040306017,"Sveino, Per",Småens samlede :,Per Sveinos barnedikt,2010,,nob,2010,,
2013040306018,"Andreassen, Ivan",Tveluggs 3 oppgaver,,cop. 2010,,nob,2010,,
2013040306050,"Ewo, Jon",Guggen og mysteriet med teatervampyren,,2008,,nob,2008,,
2013040306051,"Aune, Tore",Oppdrag: Midnatt,,2006,,nob,2006,,
2013040306057,"Nygårdshaug, Gert",Rødsonen :,roman,2006,"2000-tallet, krim, norsk, norske, romanar, romaner, skjønnlitteratur, spenning",nob,2006,,
2013040306097,"Gripe, Maria",Skygge-gjemsel,,2006,,nob,2006,,
2013040306098,"Marklund, Liza",Paradiset,,cop. 2009 [utsendt 2010],,nob,0,,
2013040306104,"Bringsværd, Tor Åge",Karsten og Petra vil lære å svømme,,2006,"billedbøker, svømming",nob,2006,,
2013040307017,"Salmson, Jo",Tam i dragenes by,,2010,,nob,2010,,
2013040308044,"Vik, Jan-Erik",Siste timen,,cop. 2011,"litteratur, norsk, noveller",nob,2011,,
2013040308059,"Christiansen, Rune",Krysantemum :,roman,2010,,nob,2010,,
2013040308060,"Alnæs, Karsten",Grevens tid :,roman,2011,"1814, 2010-tallet, europa, historie, historiske, norge, norske, romaner",nob,2011,,
2013040308061,"Kroneberg, Benedicte Meyer",,,2012,"litteratur, norsk",nob,2012,En rettferdig krig,
2013040308067,"Michelet, Jon",Snøfonnenes geograf :,"sju fortellinger, og et dikt av min mor",2010,,nob,2010,,
2013040308081,"Masterson, Louis",Texas Ranger,,cop. 2010,,nob,2010,,
2013040308087,"Riise-Hanssen, Anette",Frostriket,,cop. 2011,,nob,2011,,
2013040408024,"Normann, Natalie",Skandalen,,2012,,nob,2012,,
2013040408044,"Hellstenius, Axel",Det store smellet,,2012,,nob,2012,,
2013040408046,"Skår-Olsen, Haakon Inge",Begg &amp; acon,,2011,,nob,2011,,
2013040408047,"Harr, Karl Erik",Kråka satt på Garitind :,fugler i nord 2011,2011,,nob,2011,,
2013040408055,"Berner, Mia",Tretten,,2011,"erindringer, litteratur, norsk, oppvekst, roman",nob,2011,,
2013040507015,"Nesbø, Jo",Hodejegerne :,roman,cop. 2008,"2000-tallet, krim, kriminalromaner, norske, romaner, skjønnlitteratur, spenning",nob,2008,,
2013040507034,"Mankell, Henning",Italienske sko,,2006,"romaner, skønnlitteratur",nob,2006,,
2013040806006,"Dahl, Kjell Ola",Lindeman &amp; Sachs :,roman,c2007,"2000-tallet, norske, næringsliv, romaner",nob,2007,,
2013040806011,"Rande, Kristine",,,2010,,nob,2010,,
2013040806012,"Isaksen, Rune Borgan",Småvisitter :,dikt,2010,,nob,2010,,
2013040806020,"Lund, Thure Erik",Inn :,roman,2006,"2000-tallet, norske, romaner",nob,2006,,
2013040806021,"Harstad, Johan",Hässelby :,roman,2008,"litteratur, norsk",nob,2008,,
2013040806027,"Fossum, Karin",Varsleren,,2010,,nob,2010,,
2013040806030,"Risa, Einar O.",M. Kanne &amp; Søn :,1889-1922 : roman,2009,,nob,2009,,
2013040806031,"Mehlum, Jan",,,2006,,nob,2006,,
2013040806035,"Ustad, Willy",Hemmelig liv,,cop. 2006,,nob,2006,,
2013040806110,"Staalesen, Astrid Marianne",Mauren Maurus - som var så god til å marsjere,,[2007?],,nob,2007,,
2013040806116,"Damhaug, Bente",Gull :,en dokumentarisk roman,2008,,nob,2008,,
2013040806142,"Johnsen, Kjetil",Pakket i plast,,2010,,nob,2010,,
2013040806146,"Enger, Trond Andreas",Ord fra før,,2010,,nob,2010,,
2013040806154,"Hammer, Rikart",Når hunnen spiser hannens vinger :,en spenningsroman,2008,"roman, skjønnlitteratur",nob,2008,,
2013040807108,"Teige, Trude",Noen vet,,2010,,nob,2010,,
2013040807149,"Harild, Kirsten Sonne",Cornelius Krutt :,saken om Hopovic Junior,2010,,nob,2010,,
2013040807219,"N'jie, Haddy","Dans, dans!",,2008,"barnebøker, dans, lettlesingsbøker, lettlest, vennskap",nob,2008,,
2013040906009,"Refsdal, Liv Hege",Mikkel og Auroras hemmelighet,,2008,,nob,2008,,
2013040906011,"Bjørnstad, Taran L.",Salto,,2009,"barnebøker, flytting, forelskelse, klassemiljø, noveller, skilsmisse, steforeldre, tenåringer, ungdom, ungdomsbøker",nob,2009,,
2013040906013,"Bull-Hansen, B. Andreas",,,2008,"2000-tallet, norske, romaner",nob,2008,,
2013040906027,"Holm, Gretelise",I full narkose,,2007,,nob,2007,,
2013040906028,"Hjorth, Vigdis","Takk, ganske bra :",en norsk roman i tre deler,2009,,nob,2009,,
2013040906033,"Sjöwall, Maj",Roman om en forbrytelse,,c2006,krim,nob,2006,,
2013040906036,"Läckberg, Camilla",Steinhuggeren,,2007,"Sverige, krim",nob,2007,,
2013040906046,"Johansen, Elin Brend",Klarsyn,,cop. 2006,,nob,2006,,
2013040906049,"Sandemo, Margit",Bergtatt ; Skogen har mange øyne,,2009,,nob,2009,,
2013040906050,"Sunde, Ole Robert",Kalypso,,2006,"2000-tallet, prosa, skjønnlitteratur",nob,2006,,
2013040906052,"Grue, Jan",Alt under kontroll :,noveller,2010,"litteratur, norsk, noveller",nob,2010,,
2013040906054,"Wassmo, Herbjørg",Huset med den blinde glassveranda :,roman,2009,incest,nob,2009,,
2013040906060,"Henmo, Sverre",Gutten til venstre,,2006,"brorskap, brødre, downs, norsk, norske, parforhold, roman, romaner, skjønnlitteratur, syndrom, søsken, ungdomsbøker, vennskap",nob,2006,,
2013040906061,"Nicolaysen, Marit",I Frøyas tegn,,2007,,nob,2007,,
2013040906065,"Gaarder, Jostein","I et speil, i en gåte",,2008,,nob,2008,,
2013040906066,"Nesbø, Jo",Sorgenfri,,2008,"2000-tallet, krim, kriminalromaner, norsk, prosa, romaner, skjønnlitteratur, spenning",nob,2008,,
2013040906077,"Grip, Johann",Denne kjærligheten :,dikt,2009,"dikt, lyrikk, norsk, poesi",nob,2009,,
2013040906078,"Helberg, Berit",Sølvbestikk og blank messing,,cop. 2008,,nob,2008,,
2013040906082,"Sandel, Cora",Sandels beste,,2007,,nob,2007,,
2013040907059,"Bie, Linne",Lille Sara leker inne,,cop. 2006,"billedbøker, lek, pekebøker",nob,2006,,
2013041006008,"Lantz, Åsa",Kall meg Rosa Parks,,2010,,nob,2010,,
2013041006013,"Hagerup, Klaus",Det gyldne tårnet,,2009,"barnebøker, stumhet, søsken",nob,2009,,
2013041006023,"Mæhle, Lars",Knoterud FK og skatten på mørkeloftet,,2008,,nob,2008,,
2013041006059,"Jøreng, Bertil",Det farlige vannet :,en kriminalroman,cop. 2009,,nob,2009,,
2013041006064,"Jensen, Carsten","Vi, de druknede",,2007,,nob,2007,,
2013041006069,"Ajvide Lindqvist, John",La den rette komme inn,,2007,,nob,2007,,
2013041007060,"Jessen, Ida",Det første jeg tenker på,,2008,"løgn, psykologi, roman, samliv, skilsmisse",nob,2008,,
2013041105001,"Sandnes, Rita Løvseth",Lovise flytter,,2007,lettlest,nob,2007,,
2013041105012,"Kvangraven, Leif Kåre",Gjærbakst,,2010,,nob,2010,,
2013041105040,"Sandemo, Margit",Yrsa :,den glemte dronningen,2010,,nob,2010,,
2013041105041,"Rudberg, Denise",Søsteren,,2009,,nob,2009,,
2013041105042,"Olsen, Morten Harry",Størst av alt,,2010,,nob,2010,,
2013041105044,"Kjus, Trine",Tilståelsen,,2007,,nob,2007,,
2013041105049,"Haugen, Torbjørn",Utdrag fra blå notatbøker #1 :,dikt,2008,,nob,2008,,
2013041105051,"Thørring, Jorun",Ildens øye :,kriminalroman,2009,"2000-tallet, krim, kriminalromaner, norske, romaner, skjønnlitteratur, spenning",nob,2009,,
2013041105054,"Laurin, Marit",Parsifal og veien til gralen,,2010,,nob,2010,,
2013041105056,"Celasın, İzzet","Svart himmel, svart hav :",roman,2008,"2000-tallet, Istanbul, Norske, politiske, romaner, romaner",nob,2008,,
2013041105066,"Sandemo, Margit",Spøkelsesborgen ; Fabians brud,,2010,,nob,2010,,
2013041105082,"Nesbø, Jo",Doktor Proktors prompepulver,,2009,,nob,2009,,
2013041105083,"Johnsen, Kjetil",Tilbake fra de døde,,2008,,nob,2008,,
2013041105084,"Rasul, Abo",Unfun :,skandinavisk misatropi 3,2009,,nob,2009,,
2013041105090,"Nesbø, Jo",Panserhjerte,,2010,,nob,2010,,
2013041105091,"Ottesen, Josefine",Golak,,2009,fantasy,nob,2009,,
2013041105098,"Hofverberg, Åsa","Hedda, Carro - og Gustavnyhetene",,cop. 2009,,nob,2009,,
2013041105099,"Borg, Saga",,,cop. 2006,,nob,2006,,
2013041105106,"Bråtebekken, Christian",Birger bilberger redder dyrene i Afrika,,2008,,nob,2008,,
2013041106000,"Huse, Ståle",,,2006,homofili,nob,2006,La Zona Rosa :,roman
2013041106015,"Sørbø, Tommy",Søppel :,en roman om kunst,cop. 2007,"2000-tallet, Roman, kunst, norske, romaner",nob,2007,,
2013041106026,"Johnsen, Kjetil",Morderen som gråt,,2008,,nob,2008,,
2013041106027,"Johnsen, Kjetil",Til jord skal du bli,,2007,,nob,2007,,
2013041106035,"Eriksen, Endre Lund",Pitbull-Terje og kampen mot barnevernet,,2010,,nob,2010,,
2013041106040,"Dahl, Kjell Ola",Kjell Ola Dahls beste,,2007,,nob,2007,,
2013041106044,"Hildebrandt, Johanne",Sagaen om Valhall,,2010,,nob,2010,,
2013041106047,"Niemi, Mikael",Mannen som døde som en laks,,2006,"2000-tallet, romaner, svenske",nob,2006,,
2013041106060,"Ingemarsson, Kajsa",På det fjerde skal det skje,,2008,,nob,2008,,
2013041106070,"Widmark, Martin",De hvite fruene på Lovlunda slott,,2008,,nob,2008,,
2013041106079,"Gahrton, Måns",Fusk og farligheter,,2008,,nob,2008,,
2013041106081,"Sørum, Steffen",Reisen til Det hellige land,,2008,"barnebøker, historie, korstogene, pilegrimsreiser, pilgrimsfolket",nob,2008,,
2013041206004,"Hagerup, Klaus",Markus og Sigmund,,2008,"barnebøker, forelskelse, musikk, ungdomsbøker, venner, vennskap",nob,2008,,
2013041206008,"Wahlberg, Karin",Jenta med maiblomstene,,cop. 2007,,nob,2007,,
2013041206025,"Hagmar, Pia",Hesten som forsvant,,cop. 2008,,nob,2008,,
2013041206046,"Alvestad, Iselin B.",Dragene våkner,,2008,"barnebøker, fantastisk, litteratur, ungdomsbøker",nob,2008,,
2013041206054,"Sandberg, Kristín A.","Iris, skjebnehjulet",,2008,"barn, båtflyktninger, foreldre, klassemiljø, ungdomsbøker",nob,2008,,
2013041206062,"Eberhard, Martina",Fang snikrytterne!,,2010,,nob,2010,,
2013041206072,"Harris, Martin",Kjappe dassboka :,en nødvendig bok,cop. 2007,,nob,2007,,
2013041206077,"Kristensen, Monica",Operasjon Fritham,,2010,"andre, krim, kriminalroman, mysterie, svalbard, sysselmannen, verdenskrig",nob,2010,,
2013041206091,"Knudsen, Sverre",Skremt,,2008,"barnebøker, lettlesingsbøker, lettlest, samvittighet, tyveri",nob,2008,,
2013041206092,"Ringtved, Glenn","Fotball, svette og tårer",,2010,"barnebøker, fotball",nob,2010,,
2013041206095,"Olsson, Belinda",Gravidsjokk,,2006,,nob,2006,,
2013041206096,"Pihl, Ellen",Himmel og hav :,poetiske betraktninger,2008,,nob,2008,,
2013041206097,"Mankell, Henning",Hunden som sprang mot en stjerne,,cop. 2007,,nob,2007,,
2013041206101,"Knudsen, Sverre",Fabrikken uten hjerte,,2010,,nob,2010,,
2013041206107,"Dahl, Mats J.E.",,,2008,,nob,2008,En hyllest til den modne kvinne,
2013041206120,"Lindell, Unni",Mørkemannen,,2010,,nob,2010,,
2013041206124,"Strand, Øyvind",Gjørme :,en kjærlighetshistorie : roman,cop. 2010,"litteratur, norsk",nob,2010,,
2013041206129,"Lirhus, Agnar",Til øya,,2006,"2000-tallet, norske, romaner",nob,2006,,
2013041206138,"Nordskog, Laila",Vingespenn,,cop. 2009,,nob,2009,,
2013041206157,"Årnes, Sverre",Trine-trøbbel og Lucy-leven,,2006,,nob,2006,,
2013041206158,"Nesser, Håkan",Menneske uten hund,,cop. 2008,,nob,2008,,
2013041206159,"Sandemo, Margit",Hekser kan ikke gråte ; Ulven og månen,,2010,,nob,2010,,
2013041206169,"Riverton, Stein",Jernvognen :,kriminalroman,cop. 2006,"krim, kriminalromaner, norske, prosa, romaner, skjønnlitteratur, spenning",nob,2006,,
2013041206170,"Sæveraas, Torgeir Ekerholt",Stridsrasjoner,,2009,"krig, krigerkultur, krigshandlinger, roman, soldater",nob,2009,,
2013041206177,"Knudsen, Lise",El Dorado,,2009,,nob,2009,,
2013041206181,"Dahl, Kjell Ola",Lindeman &amp; Sachs :,roman,cop. 2006,"2000-tallet, norske, næringsliv, romaner",nob,2006,,
2013041206223,"Eggen, Torgrim",Trynefaktoren,,2010,,nob,2010,,
2013041206226,"Jansson, Tove",Trollmannens hatt,,2008,,nob,2008,,
2013041206228,"Tvedt, Chris",Fare for gjentakelse,,2009,,nob,2009,,
2013041206231,"Nesbø, Jo",Frelseren,,2008,,nob,2008,,
2013041206240,"Sandsmark, Jostein H.",Vekten av hvisking,,cop. 2008,,nob,2008,,
2013041206250,"Dass, Petter",Nordlands trompet,,2007,,nob,2007,,
2013041206252,"Bross, Helena",Verdens fineste briller,,2007,"briller, klassemiljø, skole",nob,2007,,
2013041206257,"Solhaug, Lene",Kjøter,,2010,,nob,2010,,
2013041505005,"Jansson, Tove",Småtrollene og den store oversvømmelsen,,2010,,nob,2010,,
2013041505010,"Ernestam, Maria",Kan dere myrde min mann?,,cop. 2010,,nob,2010,,
2013041505017,"Holt, Anne",Presidentens valg,,cop. 2006,"krim, kriminalromaner, norge, roman, romaner, skjønnlitteratur, spenning",nob,2006,,
2013041505021,"Marklund, Liza",Studio sex,,cop. 2009 [utsendt 2010],,nob,0,,
2013041505022,"Blomquist, Lise",Taekwondo er tøffest!,,2010,,nob,2010,,
2013041505073,"Follestad, Hans Frederik",De fire og han som gjør galt verre,,2009,,nob,2009,,
2013041505076,"Horvei, Knut",Mannen som ville seile fra døden,,2010,,nob,2010,,
2013041506005,"Sandberg, Bente",Avsløringer,,2010,,nob,2010,,
2013041506006,"Sandemo, Margit","Det vanskelige valget ; Brev til ""Ensom""",,2010,,nob,2010,,
2013041506009,"Jacobsen, Roy",Ismael,,2010,,nob,2010,,
2013041506013,"Sandvik, Hanna",Mot fremmede kyster,,2010,,nob,2010,,
2013041506014,"Sandvik, Hanna",Stormtatt,,2009,,nob,2009,,
2013041506015,"Pedersen, Bente",Evig din,,2009,,nob,2009,,
2013041506022,"Sandviken, Berit Elisabeth",Hvit måne,,2010,,nob,2010,,
2013041506025,"Pedersen, Bente",Odel,,2009,,nob,2009,,
2013041506028,"Mankell, Henning",Leopardens øye,,2006,"krim, skjønnlitteratur",nob,2006,,
2013041506029,"Andersen, Yvonne",Øye for øye,,2010,,nob,2010,,
2013041506031,"Semb, Jeanette",Hevn,,2009,,nob,2009,,
2013041506037,"Holt, Anne",Flimmer,,cop. 2010,,nob,2010,,
2013041506039,"Bramness, Hanne",Salt på øyet,,2006,"2000-tallet, dikt, lyrikk, norske",nob,2006,,
2013041506044,"Gahrton, Måns",Rosa og livet :,du og jeg og hele verden,2008,,nob,2008,,
2013041506056,"Eriksen, Endre Lund",Alvin Pang :,en samlebok,2010,"bursdag, søsken",nob,2010,,
2013041506068,"Stemland, Bjørn Erik",Livet på Bjørnåvollen,,2009,,nob,2009,,
2013041506069,"Wandrup, Fredrik",Jens Bjørneboe :,"mannen, myten og kunsten",2007,"biografier, litteratur, norsk",nob,2007,,
